Freq(Hz),SPL_L(dB),Phase_L(degrees),SPL_R(dB),Phase_R(degrees)
12859.023,72.985,6.922,62.860,7.021
12859.359,72.986,6.917,62.861,7.038
12859.696,72.987,6.908,62.864,7.052
12860.033,72.988,6.899,62.868,7.051
12860.369,72.988,6.892,62.873,7.033
12860.706,72.988,6.886,62.876,7.000
12861.042,72.988,6.880,62.876,6.958
12861.379,72.988,6.871,62.873,6.919
12861.715,72.987,6.861,62.868,6.895
12862.052,72.985,6.855,62.863,6.890
12862.388,72.983,6.855,62.858,6.906
12862.725,72.982,6.861,62.857,6.934
12863.061,72.982,6.868,62.858,6.960
12863.397,72.983,6.870,62.862,6.973
12863.733,72.985,6.861,62.867,6.967
12864.070,72.985,6.843,62.871,6.943
12864.406,72.984,6.823,62.873,6.908
12864.743,72.980,6.811,62.873,6.870
12865.080,72.976,6.814,62.870,6.837
12865.416,72.973,6.834,62.865,6.815
12865.753,72.972,6.862,62.859,6.809
12866.089,72.974,6.888,62.854,6.820
12866.426,72.978,6.901,62.850,6.845
12866.762,72.983,6.899,62.849,6.879
12867.099,72.987,6.883,62.850,6.911
12867.435,72.989,6.860,62.853,6.933
12867.771,72.990,6.835,62.856,6.941
12868.107,72.989,6.813,62.859,6.939
12868.444,72.987,6.793,62.861,6.930
12868.780,72.985,6.779,62.862,6.921
12869.117,72.982,6.773,62.863,6.913
12869.453,72.979,6.776,62.864,6.903
12869.790,72.976,6.789,62.864,6.887
12870.127,72.975,6.809,62.864,6.868
12870.463,72.976,6.831,62.862,6.848
12870.800,72.978,6.849,62.858,6.838
12871.136,72.981,6.856,62.854,6.840
12871.473,72.985,6.851,62.852,6.855
12871.809,72.987,6.838,62.851,6.876
12872.146,72.988,6.821,62.853,6.891
12872.481,72.987,6.807,62.855,6.897
12872.818,72.986,6.801,62.857,6.894
12873.154,72.985,6.803,62.859,6.886
12873.491,72.985,6.808,62.860,6.879
12873.827,72.987,6.809,62.862,6.874
12874.164,72.988,6.803,62.864,6.866
12874.500,72.989,6.789,62.866,6.852
12874.837,72.989,6.773,62.868,6.830
12875.173,72.987,6.761,62.868,6.806
12875.510,72.984,6.759,62.866,6.787
12875.847,72.983,6.766,62.863,6.780
12876.183,72.982,6.778,62.861,6.784
12876.520,72.982,6.790,62.860,6.794
12876.855,72.984,6.796,62.860,6.805
12877.192,72.986,6.795,62.859,6.814
12877.528,72.987,6.792,62.859,6.826
12877.865,72.988,6.787,62.859,6.845
12878.201,72.989,6.781,62.860,6.871
12878.538,72.991,6.771,62.864,6.894
12878.874,72.992,6.754,62.870,6.900
12879.211,72.991,6.732,62.875,6.883
12879.547,72.989,6.713,62.878,6.844
12879.884,72.986,6.706,62.876,6.800
12880.220,72.982,6.715,62.870,6.770
12880.557,72.981,6.738,62.863,6.768
12880.893,72.982,6.764,62.857,6.793
12881.229,72.985,6.779,62.854,6.830
12881.566,72.989,6.779,62.855,6.862
12881.902,72.993,6.762,62.858,6.876
12882.239,72.994,6.739,62.860,6.875
12882.575,72.993,6.718,62.861,6.865
12882.912,72.991,6.704,62.861,6.857
12883.248,72.989,6.699,62.861,6.853
12883.585,72.987,6.699,62.861,6.847
12883.921,72.985,6.705,62.862,6.835
12884.258,72.983,6.717,62.863,6.816
12884.594,72.982,6.734,62.862,6.794
12884.931,72.982,6.753,62.860,6.779
12885.267,72.985,6.765,62.858,6.774
12885.604,72.988,6.762,62.857,6.777
12885.939,72.990,6.743,62.858,6.781
12886.276,72.988,6.719,62.859,6.779
12886.613,72.984,6.703,62.861,6.772
12886.949,72.980,6.709,62.862,6.762
12887.286,72.976,6.737,62.863,6.754
12887.622,72.977,6.770,62.864,6.750
12887.959,72.981,6.789,62.865,6.746
12888.295,72.986,6.782,62.867,6.739
12888.632,72.989,6.752,62.868,6.727
12888.968,72.988,6.717,62.868,6.715
12889.305,72.984,6.699,62.866,6.711
12889.641,72.979,6.706,62.864,6.720
12889.978,72.978,6.730,62.862,6.741
12890.313,72.980,6.752,62.863,6.765
12890.650,72.985,6.753,62.865,6.785
12890.986,72.988,6.731,62.868,6.794
12891.323,72.989,6.700,62.870,6.793
12891.660,72.986,6.677,62.872,6.785
12891.996,72.983,6.675,62.871,6.776
12892.333,72.982,6.691,62.870,6.770
12892.669,72.983,6.710,62.868,6.770
12893.006,72.987,6.714,62.865,6.776
12893.342,72.991,6.700,62.863,6.788
12893.679,72.992,6.674,62.863,6.801
12894.015,72.991,6.651,62.863,6.814
12894.352,72.988,6.642,62.864,6.820
12894.688,72.986,6.649,62.866,6.818
12895.024,72.985,6.664,62.867,6.806
12895.360,72.987,6.676,62.867,6.791
12895.697,72.989,6.680,62.867,6.775
12896.033,72.991,6.676,62.866,6.762
12896.370,72.992,6.669,62.866,6.749
12896.706,72.993,6.660,62.865,6.733
12897.043,72.994,6.648,62.865,6.713
12897.380,72.994,6.631,62.863,6.694
12897.716,72.993,6.612,62.860,6.681
12898.053,72.990,6.598,62.858,6.681
12898.389,72.986,6.597,62.857,6.689
12898.726,72.982,6.612,62.858,6.697
12899.062,72.981,6.637,62.860,6.694
12899.398,72.983,6.658,62.862,6.678
12899.734,72.987,6.662,62.862,6.655
12900.071,72.989,6.646,62.860,6.640
12900.407,72.989,6.621,62.856,6.644
12900.744,72.986,6.601,62.854,6.667
12901.080,72.982,6.600,62.855,6.697
12901.417,72.979,6.619,62.859,6.718
12901.753,72.978,6.647,62.864,6.718
12902.090,72.981,6.670,62.868,6.699
12902.426,72.986,6.675,62.868,6.675
12902.763,72.990,6.662,62.866,6.662
12903.100,72.992,6.637,62.864,6.666
12903.436,72.992,6.612,62.862,6.685
12903.772,72.991,6.593,62.863,6.704
12904.108,72.990,6.582,62.866,6.712
12904.445,72.989,6.572,62.868,6.706
12904.781,72.988,6.559,62.869,6.693
12905.118,72.986,6.546,62.867,6.684
12905.454,72.983,6.539,62.865,6.687
12905.791,72.980,6.544,62.864,6.700
12906.127,72.978,6.562,62.865,6.713
12906.464,72.979,6.586,62.868,6.717
12906.800,72.982,6.603,62.870,6.710
12907.137,72.987,6.600,62.871,6.696
12907.473,72.992,6.576,62.870,6.683
12907.810,72.993,6.538,62.869,6.677
12908.146,72.991,6.501,62.869,6.677
12908.482,72.986,6.480,62.870,6.676
12908.819,72.981,6.482,62.872,6.668
12909.155,72.977,6.503,62.873,6.649
12909.492,72.976,6.532,62.872,6.627
12909.828,72.978,6.555,62.870,6.610
12910.165,72.980,6.565,62.867,6.607
12910.501,72.983,6.564,62.865,6.616
12910.838,72.983,6.561,62.865,6.627
12911.174,72.983,6.564,62.867,6.629
12911.511,72.984,6.576,62.869,6.615
12911.847,72.986,6.591,62.869,6.587
12912.184,72.989,6.599,62.865,6.563
12912.520,72.993,6.593,62.859,6.558
12912.856,72.996,6.574,62.853,6.582
12913.193,72.996,6.549,62.849,6.629
12913.529,72.994,6.533,62.851,6.683
12913.866,72.992,6.532,62.856,6.721
12914.202,72.990,6.545,62.864,6.729
12914.539,72.991,6.561,62.870,6.708
12914.875,72.993,6.565,62.873,6.668
12915.212,72.995,6.555,62.873,6.628
12915.548,72.995,6.536,62.869,6.601
12915.885,72.993,6.522,62.865,6.590
12916.221,72.989,6.524,62.862,6.591
12916.558,72.987,6.541,62.860,6.596
12916.894,72.988,6.561,62.859,6.599
12917.230,72.991,6.566,62.858,6.599
12917.566,72.994,6.550,62.858,6.598
12917.903,72.994,6.520,62.857,6.598
12918.239,72.990,6.493,62.858,6.597
12918.576,72.984,6.488,62.858,6.594
12918.913,72.979,6.509,62.860,6.588
12919.249,72.979,6.541,62.861,6.579
12919.586,72.982,6.564,62.862,6.568
12919.922,72.987,6.560,62.863,6.557
12920.259,72.991,6.529,62.864,6.545
12920.595,72.990,6.489,62.864,6.530
12920.932,72.986,6.461,62.865,6.514
12921.268,72.982,6.456,62.864,6.499
12921.604,72.979,6.471,62.863,6.490
12921.940,72.981,6.486,62.862,6.490
12922.277,72.984,6.485,62.861,6.500
12922.613,72.987,6.463,62.862,6.517
12922.950,72.987,6.431,62.864,6.532
12923.286,72.984,6.407,62.868,6.541
12923.623,72.980,6.406,62.871,6.540
12923.959,72.977,6.426,62.875,6.531
12924.296,72.978,6.453,62.877,6.518
12924.633,72.982,6.471,62.878,6.502
12924.969,72.987,6.469,62.879,6.486
12925.306,72.990,6.450,62.879,6.469
12925.642,72.990,6.429,62.877,6.451
12925.979,72.988,6.419,62.874,6.437
12926.314,72.986,6.426,62.869,6.433
12926.651,72.985,6.446,62.864,6.445
12926.987,72.986,6.469,62.861,6.471
12927.324,72.990,6.483,62.859,6.506
12927.660,72.993,6.483,62.861,6.536
12927.997,72.996,6.469,62.864,6.552
12928.333,72.997,6.449,62.868,6.549
12928.670,72.996,6.429,62.870,6.534
12929.006,72.993,6.417,62.870,6.515
12929.343,72.990,6.415,62.869,6.503
12929.680,72.987,6.422,62.868,6.499
12930.016,72.985,6.432,62.868,6.499
12930.353,72.985,6.440,62.869,6.494
12930.688,72.985,6.443,62.870,6.480
12931.025,72.985,6.440,62.870,6.461
12931.361,72.985,6.433,62.868,6.445
12931.698,72.984,6.428,62.866,6.439
12932.034,72.983,6.426,62.864,6.445
12932.371,72.983,6.425,62.865,6.453
12932.707,72.984,6.422,62.866,6.453
12933.044,72.986,6.409,62.868,6.439
12933.380,72.987,6.388,62.868,6.417
12933.717,72.986,6.362,62.865,6.398
12934.053,72.984,6.341,62.861,6.396
12934.390,72.981,6.333,62.857,6.415
12934.727,72.978,6.341,62.855,6.449
12935.062,72.977,6.357,62.856,6.484
12935.399,72.979,6.374,62.860,6.507
12935.735,72.982,6.380,62.864,6.514
12936.072,72.986,6.374,62.867,6.509
12936.408,72.988,6.359,62.869,6.500
12936.745,72.989,6.343,62.869,6.494
12937.081,72.988,6.335,62.870,6.491
12937.418,72.987,6.338,62.871,6.488
12937.754,72.986,6.350,62.873,6.479
12938.091,72.987,6.366,62.874,6.465
12938.427,72.990,6.377,62.873,6.447
12938.764,72.993,6.379,62.872,6.431
12939.100,72.996,6.370,62.869,6.423
12939.437,72.997,6.354,62.867,6.425
12939.772,72.996,6.337,62.865,6.436
12940.109,72.994,6.327,62.865,6.452
12940.446,72.991,6.328,62.867,6.464
12940.782,72.988,6.339,62.870,6.467
12941.119,72.987,6.354,62.874,6.455
12941.455,72.988,6.366,62.876,6.430
12941.792,72.988,6.369,62.877,6.396
12942.128,72.989,6.366,62.875,6.365
12942.465,72.988,6.360,62.870,6.348
12942.801,72.986,6.358,62.866,6.349
12943.138,72.985,6.363,62.862,6.367
12943.474,72.984,6.373,62.862,6.390
12943.811,72.985,6.381,62.863,6.409
12944.146,72.987,6.379,62.865,6.417
12944.483,72.989,6.365,62.867,6.416
12944.819,72.990,6.343,62.868,6.413
12945.156,72.988,6.320,62.868,6.413
12945.492,72.985,6.304,62.870,6.417
12945.829,72.982,6.301,62.872,6.419
12946.166,72.980,6.309,62.876,6.409
12946.502,72.979,6.323,62.879,6.383
12946.839,72.980,6.336,62.879,6.345
12947.175,72.983,6.341,62.877,6.306
12947.512,72.985,6.335,62.871,6.281
12947.848,72.988,6.321,62.865,6.280
12948.185,72.989,6.301,62.860,6.301
12948.521,72.989,6.281,62.857,6.334
12948.857,72.988,6.264,62.859,6.363
12949.193,72.986,6.254,62.862,6.377
12949.530,72.984,6.254,62.864,6.376
12949.866,72.982,6.262,62.865,6.367
12950.203,72.982,6.278,62.865,6.363
12950.539,72.983,6.296,62.864,6.371
12950.876,72.986,6.308,62.864,6.388
12951.213,72.990,6.308,62.867,6.404
12951.549,72.994,6.294,62.871,6.406
12951.886,72.996,6.267,62.875,6.389
12952.222,72.995,6.237,62.876,6.362
12952.559,72.992,6.216,62.874,6.339
12952.895,72.988,6.212,62.870,6.336
12953.231,72.984,6.225,62.867,6.355
12953.567,72.982,6.248,62.868,6.383
12953.904,72.982,6.272,62.872,6.400
12954.240,72.983,6.290,62.877,6.390
12954.577,72.986,6.298,62.880,6.354
12954.913,72.988,6.301,62.879,6.306
12955.250,72.989,6.299,62.873,6.270
12955.586,72.991,6.296,62.865,6.263
12955.923,72.993,6.287,62.859,6.286
12956.260,72.995,6.270,62.856,6.325
12956.596,72.995,6.245,62.857,6.358
12956.933,72.995,6.218,62.861,6.370
12957.269,72.992,6.193,62.864,6.359
12957.605,72.989,6.178,62.864,6.337
12957.941,72.985,6.172,62.862,6.320
12958.278,72.982,6.173,62.859,6.320
12958.614,72.981,6.178,62.856,6.334
12958.951,72.980,6.181,62.856,6.356
12959.287,72.980,6.183,62.858,6.372
12959.624,72.980,6.184,62.862,6.376
12959.960,72.980,6.184,62.865,6.367
12960.297,72.980,6.183,62.868,6.350
12960.633,72.980,6.182,62.869,6.330
12960.970,72.981,6.183,62.868,6.312
12961.306,72.981,6.187,62.868,6.298
12961.643,72.982,6.193,62.867,6.290
12961.979,72.984,6.200,62.866,6.288
12962.315,72.987,6.201,62.865,6.289
12962.652,72.990,6.196,62.866,6.292
12962.988,72.992,6.184,62.867,6.292
12963.325,72.994,6.169,62.869,6.287
12963.661,72.994,6.155,62.871,6.274
12963.998,72.994,6.141,62.871,6.257
12964.334,72.994,6.128,62.871,6.240
12964.671,72.992,6.115,62.869,6.228
12965.007,72.989,6.107,62.867,6.224
12965.344,72.985,6.112,62.866,6.228
12965.680,72.981,6.135,62.865,6.238
12966.017,72.980,6.174,62.866,6.249
12966.353,72.983,6.213,62.868,6.259
12966.689,72.990,6.231,62.870,6.265
12967.025,72.997,6.216,62.873,6.263
12967.362,73.001,6.170,62.875,6.254
12967.699,73.000,6.113,62.877,6.240
12968.035,72.994,6.073,62.877,6.223
12968.372,72.986,6.068,62.876,6.211
12968.708,72.980,6.096,62.875,6.206
12969.045,72.980,6.137,62.873,6.210
12969.381,72.984,6.162,62.872,6.218
12969.718,72.990,6.155,62.873,6.225
12970.054,72.994,6.120,62.874,6.227
12970.391,72.994,6.075,62.875,6.220
12970.727,72.990,6.043,62.875,6.206
12971.063,72.985,6.035,62.873,6.189
12971.399,72.981,6.049,62.870,6.174
12971.736,72.980,6.069,62.866,6.166
12972.072,72.982,6.083,62.860,6.169
12972.409,72.984,6.085,62.856,6.185
12972.746,72.985,6.081,62.853,6.212
12973.082,72.986,6.078,62.852,6.241
12973.419,72.986,6.080,62.854,6.261
12973.755,72.986,6.085,62.858,6.264
12974.092,72.988,6.088,62.861,6.247
12974.428,72.990,6.086,62.862,6.216
12974.765,72.991,6.078,62.860,6.186
12975.101,72.991,6.070,62.856,6.171
12975.438,72.990,6.065,62.852,6.177
12975.773,72.990,6.063,62.851,6.196
12976.110,72.989,6.060,62.854,6.213
12976.446,72.989,6.058,62.859,6.212
12976.783,72.987,6.056,62.863,6.191
12977.119,72.985,6.060,62.865,6.157
12977.456,72.984,6.073,62.865,6.127
12977.793,72.983,6.092,62.863,6.110
12978.129,72.985,6.110,62.861,6.107
12978.466,72.989,6.115,62.862,6.108
12978.802,72.993,6.103,62.863,6.103
12979.139,72.994,6.077,62.864,6.088
12979.475,72.994,6.050,62.862,6.072
12979.812,72.991,6.034,62.858,6.070
12980.147,72.987,6.035,62.854,6.090
12980.484,72.986,6.050,62.853,6.129
12980.820,72.987,6.064,62.856,6.171
12981.157,72.990,6.067,62.863,6.195
12981.493,72.993,6.053,62.870,6.189
12981.830,72.993,6.029,62.875,6.157
12982.166,72.991,6.008,62.876,6.114
12982.503,72.988,6.002,62.873,6.080
12982.839,72.985,6.013,62.869,6.065
12983.176,72.984,6.033,62.865,6.069
12983.513,72.986,6.047,62.863,6.081
12983.849,72.988,6.048,62.863,6.089
12984.186,72.989,6.035,62.864,6.086
12984.521,72.989,6.018,62.863,6.076
12984.858,72.986,6.008,62.862,6.066
12985.194,72.983,6.012,62.859,6.065
12985.531,72.981,6.026,62.858,6.074
12985.867,72.981,6.041,62.858,6.087
12986.204,72.982,6.050,62.860,6.094
12986.540,72.983,6.050,62.863,6.090
12986.877,72.983,6.046,62.865,6.075
12987.213,72.983,6.043,62.865,6.055
12987.550,72.984,6.043,62.863,6.040
12987.886,72.985,6.042,62.861,6.038
12988.223,72.987,6.033,62.859,6.048
12988.559,72.988,6.014,62.859,6.065
12988.896,72.988,5.988,62.861,6.079
12989.232,72.986,5.966,62.864,6.084
12989.568,72.983,5.955,62.867,6.078
12989.905,72.981,5.956,62.868,6.064
12990.241,72.981,5.966,62.869,6.049
12990.578,72.982,5.973,62.868,6.037
12990.914,72.984,5.973,62.866,6.031
12991.251,72.986,5.965,62.864,6.031
12991.587,72.987,5.957,62.863,6.036
12991.924,72.988,5.952,62.862,6.046
12992.260,72.990,5.952,62.862,6.058
12992.597,72.992,5.950,62.863,6.069
12992.933,72.995,5.942,62.866,6.074
12993.270,72.997,5.924,62.869,6.066
12993.605,72.998,5.900,62.872,6.045
12993.942,72.996,5.879,62.872,6.016
12994.279,72.992,5.868,62.870,5.990
12994.615,72.988,5.872,62.867,5.977
12994.952,72.985,5.890,62.863,5.981
12995.288,72.983,5.920,62.862,6.000
12995.625,72.982,5.954,62.863,6.021
12995.961,72.984,5.985,62.867,6.032
12996.298,72.988,6.005,62.872,6.026
12996.634,72.993,6.007,62.876,6.002
12996.971,72.997,5.989,62.877,5.970
12997.307,72.999,5.956,62.876,5.940
12997.644,72.997,5.919,62.873,5.921
12997.979,72.992,5.891,62.870,5.914
12998.316,72.986,5.882,62.868,5.917
12998.652,72.981,5.889,62.866,5.925
12998.989,72.978,5.904,62.865,5.932
12999.326,72.977,5.916,62.864,5.937
12999.662,72.977,5.919,62.863,5.941
12999.999,72.977,5.915,62.861,5.948
13000.335,72.976,5.910,62.860,5.961
13000.672,72.975,5.912,62.859,5.978
13001.008,72.975,5.917,62.860,5.995
13001.345,72.976,5.921,62.861,6.007
13001.681,72.979,5.914,62.863,6.008
13002.018,72.982,5.894,62.864,6.000
13002.354,72.983,5.869,62.863,5.989
13002.690,72.982,5.847,62.862,5.981
13003.026,72.981,5.838,62.860,5.982
13003.363,72.980,5.842,62.859,5.989
13003.699,72.982,5.851,62.858,5.996
13004.036,72.985,5.855,62.859,5.999
13004.372,72.988,5.847,62.858,5.997
13004.709,72.991,5.829,62.858,5.998
13005.046,72.991,5.811,62.857,6.008
13005.382,72.989,5.803,62.857,6.027
13005.719,72.988,5.810,62.861,6.046
13006.055,72.987,5.828,62.866,6.049
13006.392,72.988,5.849,62.872,6.028
13006.728,72.991,5.861,62.875,5.986
13007.064,72.994,5.861,62.874,5.940
13007.400,72.995,5.853,62.869,5.911
13007.737,72.994,5.845,62.864,5.909
13008.073,72.992,5.846,62.861,5.929
13008.410,72.990,5.859,62.861,5.951
13008.746,72.990,5.876,62.865,5.958
13009.083,72.991,5.889,62.867,5.944
13009.419,72.992,5.888,62.867,5.917
13009.756,72.993,5.874,62.863,5.900
13010.092,72.991,5.855,62.859,5.905
13010.429,72.987,5.843,62.856,5.932
13010.766,72.982,5.849,62.858,5.964
13011.102,72.978,5.873,62.863,5.980
13011.438,72.977,5.904,62.868,5.969
13011.774,72.980,5.929,62.872,5.937
13012.111,72.985,5.936,62.872,5.901
13012.447,72.990,5.919,62.869,5.876
13012.784,72.993,5.882,62.867,5.868
13013.120,72.993,5.836,62.866,5.871
13013.457,72.990,5.796,62.867,5.870
13013.793,72.985,5.772,62.868,5.858
13014.130,72.979,5.773,62.868,5.837
13014.466,72.975,5.797,62.866,5.815
13014.803,72.975,5.833,62.863,5.806
13015.139,72.979,5.865,62.859,5.814
13015.476,72.986,5.877,62.857,5.835
13015.812,72.993,5.860,62.857,5.861
13016.148,72.997,5.819,62.859,5.886
13016.485,72.998,5.771,62.862,5.905
13016.821,72.994,5.739,62.866,5.918
13017.158,72.989,5.733,62.871,5.924
13017.494,72.985,5.752,62.876,5.920
13017.831,72.985,5.780,62.880,5.902
13018.167,72.988,5.798,62.883,5.871
13018.504,72.991,5.796,62.883,5.834
13018.840,72.993,5.777,62.879,5.802
13019.177,72.992,5.755,62.874,5.789
13019.513,72.989,5.747,62.868,5.797
13019.850,72.986,5.757,62.864,5.823
13020.186,72.985,5.778,62.863,5.853
13020.522,72.986,5.797,62.864,5.875
13020.859,72.989,5.801,62.866,5.883
13021.195,72.992,5.789,62.866,5.879
13021.532,72.993,5.767,62.866,5.873
13021.868,72.992,5.747,62.864,5.874
13022.205,72.989,5.736,62.862,5.886
13022.541,72.987,5.736,62.863,5.903
13022.878,72.986,5.741,62.866,5.915
13023.214,72.986,5.748,62.870,5.913
13023.551,72.988,5.752,62.874,5.891
13023.887,72.989,5.751,62.877,5.854
13024.224,72.991,5.746,62.876,5.810
13024.560,72.993,5.736,62.873,5.771
13024.896,72.994,5.722,62.868,5.748
13025.232,72.995,5.704,62.862,5.745
13025.569,72.994,5.687,62.858,5.760
13025.905,72.993,5.673,62.856,5.786
13026.242,72.990,5.668,62.857,5.812
13026.579,72.988,5.672,62.860,5.828
13026.915,72.986,5.682,62.864,5.830
13027.252,72.986,5.696,62.867,5.819
13027.588,72.986,5.708,62.868,5.803
13027.925,72.988,5.715,62.868,5.789
13028.261,72.990,5.713,62.867,5.783
13028.598,72.991,5.702,62.866,5.785
13028.934,72.991,5.683,62.867,5.791
13029.271,72.989,5.664,62.868,5.794
13029.606,72.986,5.650,62.869,5.789
13029.943,72.982,5.649,62.870,5.777
13030.279,72.978,5.661,62.869,5.766
13030.616,72.977,5.683,62.866,5.762
13030.952,72.978,5.703,62.865,5.769
13031.289,72.981,5.713,62.864,5.784
13031.625,72.985,5.704,62.866,5.797
13031.962,72.988,5.677,62.869,5.798
13032.299,72.989,5.640,62.873,5.780
13032.635,72.986,5.605,62.874,5.746
13032.972,72.981,5.586,62.873,5.708
13033.308,72.976,5.589,62.868,5.681
13033.645,72.972,5.616,62.863,5.675
13033.980,72.972,5.656,62.858,5.690
13034.317,72.976,5.691,62.857,5.718
13034.653,72.983,5.708,62.859,5.742
13034.990,72.990,5.700,62.863,5.748
13035.326,72.995,5.674,62.866,5.734
13035.663,72.996,5.644,62.868,5.708
13035.999,72.995,5.625,62.866,5.685
13036.336,72.994,5.622,62.863,5.678
13036.672,72.994,5.629,62.861,5.689
13037.009,72.996,5.633,62.860,5.710
13037.346,72.998,5.625,62.862,5.727
13037.682,72.997,5.607,62.865,5.732
13038.019,72.994,5.593,62.868,5.723
13038.354,72.990,5.597,62.868,5.709
13038.691,72.986,5.622,62.867,5.703
13039.027,72.986,5.659,62.866,5.708
13039.364,72.989,5.687,62.867,5.719
13039.700,72.994,5.691,62.869,5.725
13040.037,72.997,5.668,62.871,5.715
13040.373,72.997,5.635,62.872,5.690
13040.710,72.993,5.610,62.870,5.663
13041.046,72.989,5.605,62.866,5.649
13041.383,72.986,5.618,62.861,5.656
13041.719,72.986,5.634,62.857,5.682
13042.056,72.988,5.636,62.858,5.712
13042.393,72.990,5.620,62.860,5.731
13042.729,72.991,5.595,62.864,5.731
13043.065,72.989,5.575,62.867,5.716
13043.401,72.986,5.569,62.869,5.694
13043.738,72.985,5.575,62.868,5.675
13044.074,72.986,5.581,62.868,5.659
13044.411,72.988,5.575,62.867,5.644
13044.747,72.990,5.554,62.865,5.630
13045.084,72.990,5.528,62.863,5.619
13045.420,72.987,5.512,62.860,5.617
13045.757,72.983,5.514,62.857,5.629
13046.093,72.981,5.532,62.857,5.650
13046.430,72.982,5.554,62.858,5.670
13046.766,72.985,5.566,62.861,5.679
13047.103,72.987,5.563,62.864,5.670
13047.438,72.988,5.550,62.865,5.651
13047.775,72.987,5.540,62.864,5.633
13048.112,72.986,5.542,62.860,5.629
13048.448,72.985,5.553,62.857,5.642
13048.785,72.986,5.565,62.855,5.667
13049.121,72.988,5.567,62.856,5.693
13049.458,72.990,5.554,62.859,5.712
13049.794,72.990,5.529,62.862,5.718
13050.131,72.988,5.505,62.864,5.713
13050.467,72.984,5.491,62.866,5.702
13050.804,72.979,5.495,62.866,5.689
13051.140,72.975,5.513,62.866,5.677
13051.477,72.974,5.539,62.865,5.668
13051.812,72.976,5.563,62.864,5.666
13052.149,72.979,5.579,62.863,5.670
13052.485,72.983,5.583,62.865,5.673
13052.822,72.987,5.573,62.868,5.666
13053.158,72.990,5.553,62.872,5.642
13053.495,72.992,5.527,62.874,5.599
13053.832,72.992,5.503,62.873,5.546
13054.168,72.990,5.490,62.868,5.500
13054.505,72.989,5.489,62.861,5.477
13054.841,72.989,5.497,62.853,5.483
13055.178,72.991,5.506,62.848,5.512
13055.514,72.994,5.507,62.847,5.551
13055.851,72.997,5.496,62.850,5.585
