* Freq(Hz), SPL(dB), Phase(degrees)
1764.608, -3.975, 7.592
1764.974, -3.975, 7.593
1765.340, -3.975, 7.593
1765.706, -3.975, 7.594
1766.073, -3.974, 7.595
1766.439, -3.974, 7.596
1766.805, -3.974, 7.596
1767.171, -3.974, 7.597
1767.537, -3.974, 7.598
1767.904, -3.974, 7.598
1768.270, -3.974, 7.599
1768.636, -3.974, 7.600
1769.002, -3.974, 7.601
1769.368, -3.974, 7.602
1769.735, -3.974, 7.603
1770.101, -3.974, 7.604
1770.467, -3.974, 7.604
1770.833, -3.974, 7.605
1771.199, -3.974, 7.606
1771.566, -3.974, 7.607
1771.932, -3.974, 7.608
1772.298, -3.974, 7.609
1772.664, -3.974, 7.609
1773.031, -3.974, 7.610
1773.397, -3.974, 7.611
1773.763, -3.974, 7.612
1774.129, -3.974, 7.613
1774.495, -3.974, 7.614
1774.862, -3.974, 7.614
1775.228, -3.974, 7.615
1775.594, -3.974, 7.615
1775.960, -3.974, 7.616
1776.327, -3.974, 7.617
1776.693, -3.974, 7.618
1777.059, -3.974, 7.619
1777.425, -3.974, 7.620
1777.791, -3.974, 7.621
1778.158, -3.974, 7.621
1778.524, -3.974, 7.622
1778.890, -3.974, 7.622
1779.256, -3.974, 7.623
1779.622, -3.974, 7.624
1779.989, -3.974, 7.625
1780.355, -3.974, 7.626
1780.721, -3.974, 7.627
1781.087, -3.974, 7.628
1781.453, -3.974, 7.628
1781.820, -3.974, 7.629
1782.186, -3.974, 7.630
1782.552, -3.974, 7.631
1782.918, -3.974, 7.632
1783.285, -3.974, 7.633
1783.651, -3.974, 7.633
1784.017, -3.974, 7.634
1784.383, -3.974, 7.635
1784.750, -3.974, 7.636
1785.116, -3.974, 7.637
1785.482, -3.974, 7.638
1785.848, -3.974, 7.638
1786.214, -3.974, 7.639
1786.581, -3.974, 7.640
1786.947, -3.974, 7.641
1787.313, -3.974, 7.641
1787.679, -3.974, 7.642
1788.045, -3.974, 7.643
1788.412, -3.974, 7.644
1788.778, -3.974, 7.645
1789.144, -3.974, 7.645
1789.510, -3.974, 7.646
1789.876, -3.974, 7.647
1790.243, -3.974, 7.647
1790.609, -3.974, 7.648
1790.975, -3.974, 7.649
1791.341, -3.974, 7.650
1791.708, -3.974, 7.651
1792.074, -3.974, 7.652
1792.440, -3.974, 7.653
1792.806, -3.974, 7.653
1793.172, -3.974, 7.654
1793.539, -3.974, 7.655
1793.905, -3.974, 7.656
1794.271, -3.974, 7.657
1794.637, -3.974, 7.658
1795.004, -3.974, 7.659
1795.370, -3.974, 7.659
1795.736, -3.973, 7.660
1796.102, -3.973, 7.661
1796.468, -3.973, 7.662
1796.835, -3.973, 7.662
1797.201, -3.973, 7.663
1797.567, -3.973, 7.664
1797.933, -3.973, 7.665
1798.299, -3.973, 7.665
1798.666, -3.973, 7.666
1799.032, -3.973, 7.667
1799.398, -3.973, 7.668
1799.764, -3.973, 7.669
1800.130, -3.973, 7.670
1800.497, -3.973, 7.671
1800.863, -3.973, 7.671
1801.229, -3.973, 7.672
1801.595, -3.973, 7.673
1801.962, -3.973, 7.674
1802.328, -3.973, 7.674
1802.694, -3.973, 7.675
1803.060, -3.973, 7.676
1803.426, -3.973, 7.677
1803.793, -3.973, 7.677
1804.159, -3.973, 7.678
1804.525, -3.973, 7.680
1804.891, -3.973, 7.681
1805.258, -3.973, 7.681
1805.624, -3.973, 7.682
1805.990, -3.973, 7.683
1806.356, -3.973, 7.684
1806.722, -3.973, 7.685
1807.089, -3.973, 7.685
1807.455, -3.973, 7.686
1807.821, -3.973, 7.687
1808.187, -3.973, 7.688
1808.553, -3.973, 7.688
1808.920, -3.973, 7.689
1809.286, -3.973, 7.690
1809.652, -3.973, 7.691
1810.018, -3.973, 7.692
1810.385, -3.973, 7.692
1810.751, -3.973, 7.693
1811.117, -3.973, 7.694
1811.483, -3.973, 7.695
1811.849, -3.973, 7.696
1812.216, -3.973, 7.697
1812.582, -3.973, 7.697
1812.948, -3.973, 7.698
1813.314, -3.973, 7.699
1813.680, -3.973, 7.699
1814.047, -3.973, 7.700
1814.413, -3.973, 7.701
1814.779, -3.973, 7.702
1815.145, -3.973, 7.703
1815.511, -3.973, 7.704
1815.878, -3.973, 7.705
1816.244, -3.973, 7.705
1816.610, -3.973, 7.706
1816.976, -3.973, 7.707
1817.343, -3.973, 7.708
1817.709, -3.973, 7.709
1818.075, -3.973, 7.709
1818.441, -3.973, 7.710
1818.807, -3.973, 7.711
1819.174, -3.973, 7.712
1819.540, -3.973, 7.713
1819.906, -3.973, 7.714
1820.272, -3.973, 7.715
1820.639, -3.973, 7.716
1821.005, -3.973, 7.716
1821.371, -3.973, 7.717
1821.737, -3.973, 7.718
1822.103, -3.973, 7.719
1822.470, -3.973, 7.720
1822.836, -3.973, 7.721
1823.202, -3.973, 7.721
1823.568, -3.973, 7.722
1823.934, -3.973, 7.723
1824.301, -3.973, 7.724
1824.667, -3.973, 7.724
1825.033, -3.973, 7.725
1825.399, -3.973, 7.726
1825.766, -3.973, 7.727
1826.132, -3.973, 7.727
1826.498, -3.973, 7.728
1826.864, -3.973, 7.729
1827.230, -3.973, 7.730
1827.597, -3.973, 7.731
1827.963, -3.973, 7.732
1828.329, -3.972, 7.733
1828.695, -3.972, 7.733
1829.062, -3.972, 7.734
1829.428, -3.972, 7.735
1829.794, -3.972, 7.736
1830.160, -3.972, 7.737
1830.526, -3.972, 7.738
1830.893, -3.972, 7.738
1831.259, -3.972, 7.739
1831.625, -3.972, 7.740
1831.991, -3.972, 7.740
1832.357, -3.972, 7.741
1832.724, -3.972, 7.742
1833.090, -3.972, 7.743
1833.456, -3.972, 7.744
1833.822, -3.972, 7.745
1834.188, -3.972, 7.746
1834.555, -3.972, 7.747
1834.921, -3.972, 7.747
1835.287, -3.972, 7.748
1835.653, -3.972, 7.749
1836.020, -3.972, 7.750
1836.386, -3.972, 7.751
1836.752, -3.972, 7.752
1837.118, -3.972, 7.753
1837.484, -3.972, 7.753
1837.851, -3.972, 7.754
1838.217, -3.972, 7.755
1838.583, -3.972, 7.756
1838.949, -3.972, 7.757
1839.316, -3.972, 7.758
1839.682, -3.972, 7.758
1840.048, -3.972, 7.759
1840.414, -3.972, 7.760
1840.780, -3.972, 7.761
1841.147, -3.972, 7.762
1841.513, -3.972, 7.763
1841.879, -3.972, 7.764
1842.245, -3.972, 7.764
1842.611, -3.972, 7.765
1842.978, -3.972, 7.766
1843.344, -3.972, 7.767
1843.710, -3.972, 7.768
1844.076, -3.972, 7.769
1844.443, -3.972, 7.769
1844.809, -3.972, 7.770
1845.175, -3.972, 7.771
1845.541, -3.972, 7.771
1845.907, -3.972, 7.772
1846.274, -3.972, 7.773
1846.640, -3.972, 7.774
1847.006, -3.972, 7.775
1847.372, -3.972, 7.776
1847.738, -3.972, 7.777
1848.105, -3.972, 7.778
1848.471, -3.972, 7.778
1848.837, -3.972, 7.779
1849.203, -3.972, 7.780
1849.570, -3.972, 7.781
1849.936, -3.972, 7.782
1850.302, -3.972, 7.783
1850.668, -3.972, 7.783
1851.034, -3.972, 7.784
1851.401, -3.972, 7.785
1851.767, -3.972, 7.786
1852.133, -3.972, 7.787
1852.499, -3.972, 7.787
1852.865, -3.972, 7.788
1853.232, -3.972, 7.789
1853.598, -3.972, 7.791
1853.964, -3.972, 7.791
1854.330, -3.972, 7.792
1854.697, -3.972, 7.793
1855.063, -3.972, 7.794
1855.429, -3.972, 7.794
1855.795, -3.972, 7.795
1856.161, -3.972, 7.796
1856.528, -3.972, 7.797
1856.894, -3.972, 7.798
1857.260, -3.972, 7.798
1857.626, -3.972, 7.799
1857.992, -3.972, 7.800
1858.359, -3.972, 7.801
1858.725, -3.972, 7.802
1859.091, -3.972, 7.803
1859.457, -3.972, 7.804
1859.824, -3.971, 7.805
1860.190, -3.971, 7.806
1860.556, -3.971, 7.806
1860.922, -3.971, 7.807
1861.288, -3.971, 7.808
1861.655, -3.971, 7.808
1862.021, -3.971, 7.809
1862.387, -3.971, 7.810
1862.753, -3.971, 7.811
1863.120, -3.971, 7.812
1863.486, -3.971, 7.813
1863.852, -3.971, 7.814
1864.218, -3.971, 7.814
1864.584, -3.971, 7.815
1864.951, -3.971, 7.816
1865.317, -3.971, 7.817
1865.683, -3.971, 7.818
1866.049, -3.971, 7.819
1866.415, -3.971, 7.820
1866.782, -3.971, 7.821
1867.148, -3.971, 7.821
1867.514, -3.971, 7.822
1867.880, -3.971, 7.823
1868.246, -3.971, 7.824
1868.613, -3.971, 7.825
1868.979, -3.971, 7.826
1869.345, -3.971, 7.826
1869.711, -3.971, 7.827
1870.078, -3.971, 7.828
1870.444, -3.971, 7.829
1870.810, -3.971, 7.829
1871.176, -3.971, 7.830
1871.542, -3.971, 7.831
1871.909, -3.971, 7.832
1872.275, -3.971, 7.833
1872.641, -3.971, 7.834
1873.007, -3.971, 7.835
1873.374, -3.971, 7.835
1873.740, -3.971, 7.836
1874.106, -3.971, 7.837
1874.472, -3.971, 7.837
1874.838, -3.971, 7.838
1875.205, -3.971, 7.839
1875.571, -3.971, 7.840
1875.937, -3.971, 7.841
1876.303, -3.971, 7.842
1876.669, -3.971, 7.843
1877.036, -3.971, 7.844
1877.402, -3.971, 7.845
1877.768, -3.971, 7.845
1878.134, -3.971, 7.846
1878.500, -3.971, 7.847
1878.867, -3.971, 7.848
1879.233, -3.971, 7.849
1879.599, -3.971, 7.849
1879.965, -3.971, 7.850
1880.332, -3.971, 7.851
1880.698, -3.971, 7.852
1881.064, -3.971, 7.853
1881.430, -3.971, 7.854
1881.797, -3.971, 7.855
1882.163, -3.971, 7.855
1882.529, -3.971, 7.856
1882.895, -3.971, 7.857
1883.261, -3.971, 7.858
1883.628, -3.971, 7.859
1883.994, -3.971, 7.859
1884.360, -3.971, 7.860
1884.726, -3.971, 7.861
1885.092, -3.971, 7.862
1885.459, -3.971, 7.863
1885.825, -3.971, 7.864
1886.191, -3.971, 7.865
1886.557, -3.971, 7.865
1886.923, -3.971, 7.866
1887.290, -3.971, 7.867
1887.656, -3.971, 7.868
1888.022, -3.971, 7.869
1888.388, -3.971, 7.870
1888.755, -3.971, 7.870
1889.121, -3.971, 7.871
1889.487, -3.971, 7.872
1889.853, -3.971, 7.873
1890.219, -3.971, 7.874
1890.586, -3.971, 7.875
1890.952, -3.970, 7.875
1891.318, -3.970, 7.876
1891.684, -3.970, 7.877
1892.051, -3.970, 7.878
1892.417, -3.971, 7.879
1892.783, -3.970, 7.880
1893.149, -3.970, 7.880
1893.515, -3.970, 7.881
1893.882, -3.970, 7.882
1894.248, -3.970, 7.883
1894.614, -3.970, 7.884
1894.980, -3.970, 7.885
1895.346, -3.970, 7.886
1895.713, -3.970, 7.887
1896.079, -3.970, 7.887
1896.445, -3.970, 7.888
1896.811, -3.970, 7.889
1897.177, -3.970, 7.890
1897.544, -3.970, 7.891
1897.910, -3.970, 7.892
1898.276, -3.970, 7.893
1898.642, -3.970, 7.893
1899.009, -3.970, 7.894
1899.375, -3.970, 7.895
1899.741, -3.970, 7.896
1900.107, -3.970, 7.896
1900.473, -3.970, 7.897
1900.840, -3.970, 7.899
1901.206, -3.970, 7.900
1901.572, -3.970, 7.900
1901.938, -3.970, 7.901
1902.305, -3.970, 7.901
1902.671, -3.970, 7.902
1903.037, -3.970, 7.903
1903.403, -3.970, 7.904
1903.769, -3.970, 7.905
1904.136, -3.970, 7.906
1904.502, -3.970, 7.907
1904.868, -3.970, 7.908
1905.234, -3.970, 7.908
1905.600, -3.970, 7.909
1905.967, -3.970, 7.910
1906.333, -3.970, 7.911
1906.699, -3.970, 7.912
1907.065, -3.970, 7.913
1907.432, -3.970, 7.914
1907.798, -3.970, 7.914
1908.164, -3.970, 7.915
1908.530, -3.970, 7.916
1908.896, -3.970, 7.917
1909.263, -3.970, 7.918
1909.629, -3.970, 7.919
1909.995, -3.970, 7.920
1910.361, -3.970, 7.921
1910.727, -3.970, 7.922
1911.094, -3.970, 7.922
1911.460, -3.970, 7.923
1911.826, -3.970, 7.924
1912.192, -3.970, 7.925
1912.559, -3.970, 7.926
1912.925, -3.970, 7.926
1913.291, -3.970, 7.927
1913.657, -3.970, 7.928
1914.023, -3.970, 7.928
1914.390, -3.970, 7.929
1914.756, -3.970, 7.930
1915.122, -3.970, 7.931
1915.488, -3.970, 7.932
1915.854, -3.970, 7.933
1916.221, -3.970, 7.934
1916.587, -3.970, 7.935
1916.953, -3.970, 7.936
1917.319, -3.970, 7.937
1917.686, -3.970, 7.937
1918.052, -3.970, 7.938
1918.418, -3.970, 7.939
1918.784, -3.970, 7.940
1919.150, -3.970, 7.941
1919.517, -3.970, 7.942
1919.883, -3.970, 7.943
1920.249, -3.970, 7.944
1920.615, -3.970, 7.944
1920.981, -3.970, 7.945
1921.348, -3.970, 7.946
1921.714, -3.970, 7.947
1922.080, -3.970, 7.948
1922.446, -3.970, 7.948
1922.813, -3.970, 7.949
1923.179, -3.970, 7.950
1923.545, -3.970, 7.951
1923.911, -3.970, 7.952
1924.277, -3.970, 7.952
1924.644, -3.970, 7.953
1925.010, -3.970, 7.954
1925.376, -3.970, 7.955
1925.742, -3.970, 7.956
1926.109, -3.970, 7.957
1926.475, -3.970, 7.958
1926.841, -3.970, 7.959
1927.207, -3.970, 7.960
1927.573, -3.970, 7.961
1927.940, -3.969, 7.962
1928.306, -3.969, 7.963
1928.672, -3.969, 7.963
1929.038, -3.969, 7.964
1929.404, -3.969, 7.965
1929.771, -3.969, 7.966
1930.137, -3.969, 7.967
1930.503, -3.969, 7.968
1930.869, -3.969, 7.968
1931.235, -3.969, 7.969
1931.602, -3.969, 7.970
1931.968, -3.969, 7.971
1932.334, -3.969, 7.972
1932.700, -3.969, 7.973
1933.067, -3.969, 7.973
1933.433, -3.969, 7.974
1933.799, -3.969, 7.975
1934.165, -3.969, 7.976
1934.531, -3.969, 7.977
1934.898, -3.969, 7.978
1935.264, -3.969, 7.979
1935.630, -3.969, 7.980
1935.996, -3.969, 7.981
1936.363, -3.969, 7.981
1936.729, -3.969, 7.982
1937.095, -3.969, 7.983
1937.461, -3.969, 7.984
1937.827, -3.969, 7.984
1938.194, -3.969, 7.985
1938.560, -3.969, 7.986
1938.926, -3.969, 7.987
1939.292, -3.969, 7.988
1939.658, -3.969, 7.989
1940.025, -3.969, 7.990
1940.391, -3.969, 7.990
1940.757, -3.969, 7.991
1941.123, -3.969, 7.992
1941.490, -3.969, 7.993
1941.856, -3.969, 7.994
1942.222, -3.969, 7.995
1942.588, -3.969, 7.996
1942.954, -3.969, 7.997
1943.321, -3.969, 7.997
1943.687, -3.969, 7.998
1944.053, -3.969, 7.999
1944.419, -3.969, 8.000
1944.786, -3.969, 8.001
1945.152, -3.969, 8.002
1945.518, -3.969, 8.003
1945.884, -3.969, 8.004
1946.250, -3.969, 8.004
1946.617, -3.969, 8.005
1946.983, -3.969, 8.006
1947.349, -3.969, 8.007
1947.715, -3.969, 8.008
1948.081, -3.969, 8.009
1948.448, -3.969, 8.010
1948.814, -3.969, 8.011
1949.180, -3.969, 8.011
1949.546, -3.969, 8.012
1949.912, -3.969, 8.013
1950.279, -3.969, 8.014
1950.645, -3.969, 8.015
1951.011, -3.969, 8.016
1951.377, -3.969, 8.016
1951.744, -3.969, 8.017
1952.110, -3.969, 8.018
1952.476, -3.969, 8.019
1952.842, -3.969, 8.020
1953.208, -3.969, 8.021
1953.575, -3.969, 8.021
1953.941, -3.969, 8.022
1954.307, -3.969, 8.023
1954.673, -3.969, 8.024
1955.040, -3.969, 8.025
1955.406, -3.969, 8.026
1955.772, -3.969, 8.027
1956.138, -3.969, 8.028
1956.504, -3.969, 8.029
1956.871, -3.969, 8.029
1957.237, -3.969, 8.030
1957.603, -3.969, 8.031
1957.969, -3.969, 8.032
1958.335, -3.969, 8.033
1958.702, -3.969, 8.033
1959.068, -3.969, 8.034
1959.434, -3.969, 8.035
1959.800, -3.969, 8.036
1960.167, -3.969, 8.037
1960.533, -3.969, 8.038
1960.899, -3.969, 8.039
1961.265, -3.969, 8.040
1961.631, -3.969, 8.041
1961.998, -3.969, 8.041
1962.364, -3.969, 8.042
1962.730, -3.969, 8.043
1963.096, -3.969, 8.044
1963.462, -3.969, 8.045
1963.829, -3.969, 8.046
1964.195, -3.969, 8.047
1964.561, -3.969, 8.048
1964.927, -3.969, 8.049
1965.294, -3.968, 8.050
1965.660, -3.968, 8.051
1966.026, -3.968, 8.051
1966.392, -3.968, 8.052
1966.758, -3.968, 8.053
1967.125, -3.969, 8.053
1967.491, -3.969, 8.054
1967.857, -3.969, 8.055
1968.223, -3.969, 8.056
1968.589, -3.968, 8.057
1968.956, -3.968, 8.058
1969.322, -3.968, 8.059
1969.688, -3.968, 8.060
1970.054, -3.968, 8.061
1970.421, -3.968, 8.062
1970.787, -3.968, 8.063
1971.153, -3.968, 8.063
1971.519, -3.968, 8.064
1971.885, -3.968, 8.065
1972.252, -3.968, 8.066
1972.618, -3.968, 8.067
1972.984, -3.968, 8.068
1973.350, -3.968, 8.069
1973.716, -3.968, 8.070
1974.083, -3.968, 8.071
1974.449, -3.968, 8.072
1974.815, -3.968, 8.073
1975.181, -3.968, 8.073
1975.548, -3.968, 8.074
1975.914, -3.968, 8.075
1976.280, -3.968, 8.076
1976.646, -3.968, 8.077
1977.012, -3.968, 8.078
1977.379, -3.968, 8.079
1977.745, -3.968, 8.080
1978.111, -3.968, 8.081
1978.477, -3.968, 8.082
1978.844, -3.968, 8.082
1979.210, -3.968, 8.083
1979.576, -3.968, 8.083
1979.942, -3.968, 8.084
1980.308, -3.968, 8.085
1980.675, -3.968, 8.086
1981.041, -3.968, 8.087
1981.407, -3.968, 8.088
1981.773, -3.968, 8.089
1982.139, -3.968, 8.090
1982.506, -3.968, 8.091
1982.872, -3.968, 8.091
1983.238, -3.968, 8.092
1983.604, -3.968, 8.093
1983.970, -3.968, 8.094
1984.337, -3.968, 8.095
1984.703, -3.968, 8.096
1985.069, -3.968, 8.097
1985.435, -3.968, 8.098
1985.802, -3.968, 8.098
1986.168, -3.968, 8.099
1986.534, -3.968, 8.100
1986.900, -3.968, 8.101
1987.266, -3.968, 8.102
1987.633, -3.968, 8.103
1987.999, -3.968, 8.104
1988.365, -3.968, 8.105
1988.731, -3.968, 8.106
1989.098, -3.968, 8.106
1989.464, -3.968, 8.107
1989.830, -3.968, 8.108
1990.196, -3.968, 8.109
1990.562, -3.968, 8.110
1990.929, -3.968, 8.111
1991.295, -3.968, 8.112
1991.661, -3.968, 8.113
1992.027, -3.968, 8.113
1992.393, -3.968, 8.114
1992.760, -3.968, 8.115
1993.126, -3.968, 8.115
1993.492, -3.968, 8.116
1993.858, -3.968, 8.117
1994.224, -3.968, 8.118
1994.591, -3.968, 8.119
1994.957, -3.968, 8.120
1995.323, -3.968, 8.121
1995.689, -3.968, 8.122
1996.056, -3.968, 8.123
1996.422, -3.968, 8.124
1996.788, -3.968, 8.125
1997.154, -3.968, 8.126
1997.521, -3.968, 8.127
1997.887, -3.968, 8.128
1998.253, -3.968, 8.128
1998.619, -3.968, 8.129
1998.985, -3.968, 8.130
1999.352, -3.968, 8.131
1999.718, -3.968, 8.132
2000.084, -3.968, 8.133
2000.450, -3.968, 8.134
2000.816, -3.968, 8.135
2001.183, -3.968, 8.136
2001.549, -3.968, 8.136
2001.915, -3.968, 8.137
2002.281, -3.968, 8.138
2002.647, -3.968, 8.139
2003.014, -3.968, 8.140
2003.380, -3.968, 8.141
2003.746, -3.968, 8.142
2004.112, -3.968, 8.143
2004.479, -3.968, 8.143
2004.845, -3.968, 8.144
2005.211, -3.968, 8.145
2005.577, -3.968, 8.146
2005.943, -3.968, 8.147
2006.310, -3.968, 8.148
2006.676, -3.967, 8.149
2007.042, -3.967, 8.149
2007.408, -3.967, 8.150
2007.775, -3.967, 8.151
2008.141, -3.967, 8.152
2008.507, -3.968, 8.153
2008.873, -3.968, 8.154
2009.239, -3.967, 8.155
2009.606, -3.967, 8.156
2009.972, -3.967, 8.157
2010.338, -3.967, 8.158
2010.704, -3.967, 8.158
2011.070, -3.967, 8.159
2011.437, -3.967, 8.160
2011.803, -3.967, 8.161
2012.169, -3.967, 8.162
2012.535, -3.967, 8.163
2012.901, -3.967, 8.164
2013.268, -3.967, 8.165
2013.634, -3.967, 8.166
2014.000, -3.967, 8.167
2014.366, -3.967, 8.168
2014.733, -3.967, 8.168
2015.099, -3.967, 8.169
2015.465, -3.967, 8.170
2015.831, -3.967, 8.170
2016.197, -3.967, 8.171
2016.564, -3.967, 8.173
2016.930, -3.967, 8.174
2017.296, -3.967, 8.175
2017.662, -3.967, 8.175
2018.029, -3.967, 8.176
2018.395, -3.967, 8.177
2018.761, -3.967, 8.178
2019.127, -3.967, 8.179
2019.493, -3.967, 8.180
2019.860, -3.967, 8.181
2020.226, -3.967, 8.182
2020.592, -3.967, 8.182
2020.958, -3.967, 8.183
2021.324, -3.967, 8.184
2021.691, -3.967, 8.185
2022.057, -3.967, 8.186
2022.423, -3.967, 8.187
2022.789, -3.967, 8.188
2023.156, -3.967, 8.189
2023.522, -3.967, 8.190
2023.888, -3.967, 8.190
2024.254, -3.967, 8.191
2024.620, -3.967, 8.192
2024.987, -3.967, 8.193
2025.353, -3.967, 8.194
2025.719, -3.967, 8.195
2026.085, -3.967, 8.195
2026.451, -3.967, 8.196
2026.818, -3.967, 8.197
2027.184, -3.967, 8.198
2027.550, -3.967, 8.199
2027.916, -3.967, 8.200
2028.282, -3.967, 8.201
2028.649, -3.967, 8.202
2029.015, -3.967, 8.203
2029.381, -3.967, 8.204
2029.747, -3.967, 8.205
2030.114, -3.967, 8.205
2030.480, -3.967, 8.206
2030.846, -3.967, 8.207
2031.212, -3.967, 8.208
2031.578, -3.967, 8.209
2031.945, -3.967, 8.210
2032.311, -3.967, 8.211
2032.677, -3.967, 8.212
2033.043, -3.967, 8.213
2033.410, -3.967, 8.214
2033.776, -3.967, 8.215
2034.142, -3.967, 8.215
2034.508, -3.967, 8.216
2034.874, -3.967, 8.217
2035.241, -3.967, 8.218
2035.607, -3.967, 8.219
2035.973, -3.967, 8.220
2036.339, -3.967, 8.220
2036.705, -3.967, 8.221
2037.072, -3.967, 8.222
2037.438, -3.967, 8.224
2037.804, -3.967, 8.225
2038.170, -3.967, 8.225
2038.536, -3.967, 8.226
2038.903, -3.967, 8.227
2039.269, -3.967, 8.227
2039.635, -3.967, 8.228
2040.001, -3.967, 8.229
2040.368, -3.967, 8.231
2040.734, -3.967, 8.232
2041.100, -3.967, 8.233
2041.466, -3.967, 8.234
2041.833, -3.967, 8.234
2042.199, -3.967, 8.235
2042.565, -3.967, 8.236
2042.931, -3.967, 8.237
2043.297, -3.967, 8.238
2043.664, -3.967, 8.239
2044.030, -3.967, 8.240
2044.396, -3.967, 8.240
2044.762, -3.967, 8.241
2045.128, -3.967, 8.242
2045.495, -3.967, 8.243
2045.861, -3.967, 8.244
2046.227, -3.967, 8.245
2046.593, -3.967, 8.246
2046.959, -3.967, 8.247
2047.326, -3.967, 8.247
2047.692, -3.967, 8.248
2048.058, -3.967, 8.249
2048.424, -3.967, 8.250
2048.791, -3.967, 8.251
2049.157, -3.967, 8.252
2049.523, -3.967, 8.253
2049.889, -3.967, 8.254
2050.255, -3.967, 8.255
2050.622, -3.967, 8.256
2050.988, -3.967, 8.257
2051.354, -3.966, 8.258
2051.720, -3.966, 8.258
2052.086, -3.966, 8.259
2052.453, -3.966, 8.260
2052.819, -3.966, 8.261
2053.185, -3.966, 8.262
2053.551, -3.966, 8.263
2053.917, -3.966, 8.264
2054.284, -3.966, 8.265
2054.650, -3.966, 8.265
2055.016, -3.966, 8.266
2055.383, -3.966, 8.267
2055.749, -3.966, 8.268
2056.115, -3.966, 8.269
2056.481, -3.966, 8.270
2056.847, -3.966, 8.271
2057.214, -3.966, 8.272
2057.580, -3.966, 8.273
2057.946, -3.966, 8.274
2058.312, -3.966, 8.274
2058.678, -3.966, 8.275
2059.045, -3.966, 8.276
2059.411, -3.966, 8.277
2059.777, -3.966, 8.278
2060.143, -3.966, 8.279
2060.510, -3.966, 8.280
2060.876, -3.966, 8.281
2061.242, -3.966, 8.282
2061.608, -3.966, 8.283
2061.974, -3.966, 8.284
2062.341, -3.966, 8.285
2062.707, -3.966, 8.285
2063.073, -3.966, 8.286
2063.439, -3.966, 8.287
2063.805, -3.966, 8.288
2064.172, -3.966, 8.289
2064.538, -3.966, 8.290
2064.904, -3.966, 8.291
2065.270, -3.966, 8.292
2065.636, -3.966, 8.293
2066.003, -3.966, 8.293
2066.369, -3.966, 8.294
2066.735, -3.966, 8.295
2067.101, -3.966, 8.296
2067.468, -3.966, 8.297
2067.834, -3.966, 8.298
2068.200, -3.966, 8.299
2068.566, -3.966, 8.300
2068.932, -3.966, 8.301
2069.299, -3.966, 8.302
2069.665, -3.966, 8.303
2070.031, -3.966, 8.304
2070.397, -3.966, 8.305
2070.763, -3.966, 8.306
2071.130, -3.966, 8.306
2071.496, -3.966, 8.307
2071.862, -3.966, 8.308
2072.228, -3.966, 8.309
2072.594, -3.966, 8.310
2072.961, -3.966, 8.311
2073.327, -3.966, 8.312
2073.693, -3.966, 8.313
2074.059, -3.966, 8.314
2074.426, -3.966, 8.314
2074.792, -3.966, 8.315
2075.158, -3.966, 8.316
2075.524, -3.966, 8.317
2075.890, -3.966, 8.318
2076.257, -3.966, 8.319
2076.623, -3.966, 8.320
2076.989, -3.966, 8.321
2077.355, -3.966, 8.322
2077.722, -3.966, 8.323
2078.088, -3.966, 8.324
2078.454, -3.966, 8.324
2078.820, -3.966, 8.325
2079.187, -3.966, 8.326
2079.553, -3.966, 8.327
2079.919, -3.966, 8.328
2080.285, -3.966, 8.329
2080.651, -3.966, 8.330
2081.018, -3.966, 8.331
2081.384, -3.966, 8.332
2081.750, -3.966, 8.333
2082.116, -3.966, 8.334
2082.482, -3.966, 8.335
2082.849, -3.966, 8.335
2083.215, -3.966, 8.336
2083.581, -3.966, 8.337
2083.947, -3.966, 8.338
2084.313, -3.966, 8.339
2084.680, -3.966, 8.340
2085.046, -3.966, 8.341
2085.412, -3.966, 8.342
2085.778, -3.966, 8.343
2086.145, -3.966, 8.343
2086.511, -3.966, 8.344
2086.877, -3.966, 8.345
2087.243, -3.966, 8.346
2087.609, -3.966, 8.347
2087.976, -3.966, 8.348
2088.342, -3.966, 8.349
2088.708, -3.966, 8.350
2089.074, -3.966, 8.351
2089.440, -3.966, 8.352
2089.807, -3.966, 8.352
2090.173, -3.966, 8.353
2090.539, -3.966, 8.354
2090.905, -3.966, 8.355
2091.271, -3.966, 8.356
2091.638, -3.966, 8.357
2092.004, -3.966, 8.358
2092.370, -3.966, 8.359
2092.736, -3.966, 8.360
2093.103, -3.966, 8.361
2093.469, -3.966, 8.362
2093.835, -3.966, 8.363
2094.201, -3.966, 8.364
2094.567, -3.966, 8.364
2094.934, -3.966, 8.365
2095.300, -3.966, 8.367
2095.666, -3.965, 8.368
2096.032, -3.965, 8.368
2096.398, -3.965, 8.369
2096.765, -3.965, 8.370
2097.131, -3.965, 8.370
2097.497, -3.965, 8.371
2097.864, -3.966, 8.372
2098.230, -3.966, 8.374
2098.596, -3.965, 8.375
2098.962, -3.965, 8.376
2099.328, -3.965, 8.377
2099.695, -3.965, 8.377
2100.061, -3.965, 8.378
2100.427, -3.965, 8.378
2100.793, -3.965, 8.379
2101.159, -3.965, 8.380
2101.526, -3.965, 8.382
2101.892, -3.965, 8.383
2102.258, -3.965, 8.384
2102.624, -3.965, 8.384
2102.990, -3.965, 8.385
2103.357, -3.965, 8.386
2103.723, -3.965, 8.387
2104.089, -3.965, 8.388
2104.455, -3.965, 8.389
2104.822, -3.965, 8.390
2105.188, -3.965, 8.391
